# indx m1 m2 s1x s1y s1z s2x s2y s2z lnL lnL_err -1
-1.000000000000000000e+00 1.798373067663806424e+01 8.809149381301457638e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.730835491040662873e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.691247601508827714e+01 8.857084661430631556e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.436515559194748221e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.013902057860375550e+01 1.044252771935476254e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.758635387817312221e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.307415494015769042e+01 1.007515116337692618e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.225105367575636706e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.861995731808357846e+01 9.934913633110198816e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.418451471425316868e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.292406370002267479e+01 9.268412401902967446e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.402941843898739194e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.560123744437300530e+01 1.048604780307112172e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.581824918362009612e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.439362930773857485e+01 9.968617875314386367e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.987237465199430630e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.114357357902139967e+01 1.096547731972680495e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.286690415747051475e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.951813786166582787e+01 1.150355648049481339e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.256722027321338146e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.152932930512831433e+01 9.169765651585878530e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.155986656199646063e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.076570947011420287e+01 8.585402039291750498e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.379607440423926619e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.745326661184604689e+01 9.681912081000369596e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.095847849196012248e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.353561628981746168e+01 9.705980904754344607e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.800824822599322772e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.739579057230326598e+01 1.127113717597595333e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.383663303059235204e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.447897852222053672e+01 1.019696726481795324e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.577180508465261255e+00 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.903497259816301579e+01 9.962863117455507123e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.205094792479303123e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.084336506764721975e+01 1.150335566535946619e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.454010069422812421e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.368221238893588065e+01 1.197502784964103206e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.749359893039543294e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.910286020524208439e+01 1.148896478646247843e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.449293049674237636e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.050602622881915593e+01 9.888294432502942044e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.696036451768961797e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.048801050657035105e+01 8.728916885635275236e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.291553652958164093e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.840771610791559709e+01 1.030192574797692195e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.580257618300088325e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.872630992758848834e+01 1.126026717221153461e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.585756004879905277e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.259275992715887327e+01 9.923403971472266605e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.366188039915260788e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.941203870841483337e+01 1.044477724870956514e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.086136132770436461e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.901202592691998561e+01 1.159907712901440213e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.523602419376842818e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.720874628941558271e+01 1.032134571682009394e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.330007016509256573e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.819116808822023756e+01 1.100222130260500109e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.826908997045446995e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.152870853860002143e+01 9.667024735570402427e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.412988489546205528e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.252055201076176161e+01 9.733558551832546257e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.682584688439376919e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.201025954345456270e+01 9.157208724182492432e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.061540798869501998e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.908671423756722518e+01 8.918067281407424218e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.123361002701716416e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.147979147089677099e+01 8.043413841494116312e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.617290866615063010e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.133911424552903924e+01 1.157905240205406727e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.192373219385840457e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.925455573978378965e+01 8.262256476710650333e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.062281472420100272e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.394987051823408564e+01 1.137533628277687114e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.028317561852975928e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.287003536468288090e+01 1.109749072706652662e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.059426529591140707e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.854982989798473980e+01 9.659221266008589879e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.432095639837272074e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.547247238094463029e+01 1.081514443365931655e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.748756408835274669e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.631730139235285293e+01 1.178875105578117299e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.294140008065203347e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.842474815716062153e+01 9.373139126474560712e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.484040334392657542e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.290524034265030195e+01 8.352444203852160243e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.327934311016971947e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.528291967067815449e+01 1.136386590115182393e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.032813938633184080e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.082861083380985079e+01 1.187322098212435861e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.530819935071330065e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.848123007837997278e+01 1.086268926597331941e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.633206661608065360e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.384337588420597598e+01 1.179993195570418685e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.182616269758733551e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.814126235901463957e+01 1.097236522802811542e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.849998341671082244e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.048053033231641606e+01 1.168874745466828458e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.178177384633178235e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.110585723281096548e+01 9.294652637058758771e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.349211648402402375e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.168781436567439158e+01 1.028772918037573092e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.692108668567885843e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.260202852119039818e+01 8.877497012066209336e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.741799449602126515e-01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.198667716146026052e+01 8.633650943334748362e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.114503803117479208e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.861832001457950625e+01 1.152491238818763719e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.709548835616023553e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.561657771816687656e+01 1.163452762842946342e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.816459242888978224e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.154263103440760574e+01 9.203575499253000558e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.132229527712964909e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 2.437642200223061195e+01 1.109297223247564368e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.423634074740685094e+02 1.000000000000000056e-01 -1.000000000000000000e+00
