# gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs
2.861745617303520506e-01 5.037774717779313072e-01 -7.092388825025207344e-02 2.100470523723840452e-03 2.326592192783227125e+35 1.515824714815861833e+35
8.016769279012520011e-01 3.848748901866062000e-01 -7.804196047952373372e-02 3.784850865518258820e-03 7.026815943422191099e+34 4.624281305617135327e+34
8.150184353568444839e-01 2.862622533437594874e-01 -5.829529529497723406e-02 3.172380685755555457e-03 9.264717363114013980e+34 6.361868533938354459e+34
9.924412872267684982e-01 5.169572367688194531e-02 -3.272598477133325297e-03 -2.485205729498900186e-04 1.289043819892709743e+35 7.269700006622333545e+34
8.381443831578421211e-01 1.450243725473701617e-01 -2.146898311195469949e-02 4.674558843211292663e-04 1.291610307725648670e+35 1.256416427520772992e+35
8.922105736585835833e-01 4.111069871499405115e-02 4.769281630887666976e-03 -7.730459527313143960e-04 2.083434767972410207e+35 1.118792780946665678e+35
4.353486098218988798e-01 6.803445572319725132e-01 -1.502062400095862393e-01 8.099080098898000721e-03 1.023631301032623152e+35 7.454732991689467929e+34
5.755259427033766473e-01 4.528639654208513332e-01 -8.522212901732396928e-02 4.174616823466251701e-03 1.264828507600649366e+35 6.810140792196009776e+34
6.754901525119368921e-01 2.249698676462844327e-01 -2.493340780824186004e-02 1.176154022000491220e-04 1.556603135298498992e+35 1.242598751354703795e+35
2.231476417253184241e-01 8.208258380873260096e-01 -1.553273399970379887e-01 7.147653182386216712e-03 8.903255097297907067e+34 8.005259509429728400e+34
6.802405034189947797e-01 2.022286574551682981e-01 -2.027920606229601311e-02 6.912262243289948589e-05 2.024338572716855475e+35 1.167160604647080112e+35
3.185716851416026674e-01 6.638759872280167729e-01 -1.185343753319251237e-01 5.629513623094006998e-03 1.257869859136473124e+35 7.217230111974095713e+34
6.458619922854105244e-01 4.448315035455300270e-01 -8.252857032546984106e-02 3.633688253427004577e-03 7.664484740992283009e+34 6.628120854997893267e+34
4.658026582700855456e-01 5.226343679907056172e-01 -8.154548898339172847e-02 2.872604681153113470e-03 9.787348070997143432e+34 7.079423359259811157e+34
3.135305224816239411e-01 6.861515973267733326e-01 -1.155433101703599308e-01 4.482755048312483080e-03 9.581226472938764842e+34 7.224160248571348709e+34
5.590465412381026011e-01 3.458860471232036438e-01 -5.170515478932030673e-02 1.870093402855405040e-03 1.370220013886240312e+35 1.278756458215764642e+35
6.713470730476178705e-01 2.493413756185106633e-01 -2.544718569639756178e-02 -3.642971164141295284e-05 1.149040801422761396e+35 1.074552894444863375e+35
5.970306261508456780e-01 4.651201232277135666e-01 -9.322918232556751117e-02 4.557032615233823879e-03 8.897684018854792477e+34 8.700919869872843995e+34
5.521394237611547684e-01 4.603253263891977087e-01 -8.973451000927760990e-02 4.187193760245615237e-03 1.105792957906270470e+35 1.040860446365301358e+35
2.567724017541594961e-01 6.349221223221566124e-01 -1.068497564497843666e-01 4.363362384391882877e-03 1.416147718286149129e+35 1.224909844728900469e+35
6.264249844231774000e-01 2.197354576087021949e-01 -2.122794513109429321e-02 4.652635154269211355e-05 1.945992156013030916e+35 1.523984991083456647e+35
3.300095466155074653e-01 6.570190227226715418e-01 -1.129169759920352900e-01 4.391871712137916661e-03 1.225447656592133749e+35 7.063450104607899323e+34
8.364980110866796492e-01 2.827336948558602514e-01 -6.870327787754981763e-02 3.967605194197591084e-03 1.076709268264091318e+35 7.515646458740949949e+34
8.262481026752268587e-01 2.863375328848886681e-01 -5.548526395261193372e-02 2.532054886840466243e-03 7.404287957308040115e+34 6.909372245580446170e+34
4.587652286083264142e-01 5.123830542973756286e-01 -9.235188451750289684e-02 3.677077604531799569e-03 1.227464142647649037e+35 1.073358467390109697e+35
2.309451222573103424e-01 6.345827442862699286e-01 -1.050618823635562360e-01 4.778215899432009493e-03 1.390493773394217391e+35 1.316649000882360225e+35
3.209805999439647728e-01 6.006064778627839829e-01 -9.962901032245884136e-02 3.860203547556239918e-03 1.267562634618695378e+35 1.036724160494504915e+35
6.904406607493356329e-01 4.522510948898326721e-01 -8.583947003190664504e-02 3.842652675995803825e-03 6.775257598560975207e+34 5.502653120267417719e+34
7.542140023955582473e-01 3.789369122665811607e-01 -7.035315977159616041e-02 3.308598466187983016e-03 7.135288860205166256e+34 5.359160125814706444e+34
9.948504488825049563e-01 3.464766460666818260e-02 -9.004560608246434117e-03 7.383614820309141943e-04 1.839009120701368340e+35 9.519388361840860379e+34
3.103950320986896272e-01 6.099950733262978764e-01 -1.003451679874991093e-01 4.379464786320308792e-03 1.271910666091309705e+35 9.158877942410855222e+34
6.192462429729096440e-01 4.425686373406451657e-01 -9.163044797735517277e-02 4.473869160058403273e-03 1.183970464233194775e+35 7.825845813507322652e+34
4.754048893906007156e-01 6.298791859076920963e-01 -1.379020661819603255e-01 7.517886338022514159e-03 1.132908904023245310e+35 6.855904805416475238e+34
7.609233260182787228e-01 3.236982439108656573e-01 -5.967876896860243446e-02 2.414835440138148309e-03 8.344168307463301493e+34 7.012947034548744770e+34
4.879492613625966979e-01 4.251960659836059309e-01 -6.757996166713822750e-02 2.618063157464016986e-03 1.716907005837555946e+35 9.580654839204843057e+34
4.216137471084123178e-01 3.975527026063535030e-01 -5.911403115972801992e-02 2.503640793182611290e-03 2.014482300681849502e+35 1.739466041654918880e+35
7.140241301864531653e-01 2.031866028359694820e-01 -1.992075091875073617e-02 -3.100425547931492032e-04 1.484379384657771767e+35 1.114324831270940447e+35
2.821053598824004305e-01 6.282165366532437289e-01 -1.003645494833328294e-01 3.676344166359913918e-03 1.389669018761365966e+35 9.057576666133432508e+34
6.485664398508473871e-01 2.830315918495509564e-01 -4.799391921656871729e-02 2.156145027081399126e-03 2.250653719437858532e+35 1.036972722926241237e+35
7.832969543003140966e-01 2.698499348625126859e-01 -5.496624006806970220e-02 2.565975867862626235e-03 1.349526090495854771e+35 7.749731984857706740e+34
2.757657009053998687e-01 5.163616395323109565e-01 -8.082568047736521377e-02 3.632902261782677920e-03 2.724133991559297548e+35 1.523111418071492715e+35
3.714436050343445928e-01 6.590873038497383485e-01 -1.123111291930927874e-01 4.410860033985041298e-03 8.886109075534246986e+34 6.556357287088786118e+34
2.892196171537302352e-01 5.497970087342906043e-01 -9.391190895141245110e-02 4.443547675685014832e-03 3.038186861487782380e+35 1.236080625739201872e+35
5.142970454164099703e-01 3.207570060130821021e-01 -4.007172537812399293e-02 7.353752900906072691e-04 2.633889981720374505e+35 1.264897795087939292e+35
5.322093287850745424e-01 3.737301255077061235e-01 -5.605453744909512370e-02 1.643260673951611652e-03 1.599499756477561618e+35 1.140508343235491454e+35
5.080650932595854874e-01 2.867890215855478098e-01 -2.826206788882390519e-02 2.078808407359326903e-04 2.201857583409752826e+35 1.591245979828053159e+35
7.992381974853726145e-01 1.353630442064484574e-01 -1.591956556461080960e-02 2.928391599694948780e-04 1.749424111190563117e+35 1.271725627665897877e+35
4.136919790706782285e-01 4.452873103887504680e-01 -6.401546725095964840e-02 2.308079785323556826e-03 1.587624560977108646e+35 1.174576427705417783e+35
5.369575801893039513e-01 5.058989024874313012e-01 -9.198642566358576633e-02 3.967446328376361166e-03 1.071478813532622848e+35 6.496846419996617804e+34
7.764894307597696166e-01 1.972733879113457156e-01 -2.056803236063314833e-02 -3.240712083936312304e-04 1.319978422103951866e+35 8.060207965707209719e+34
3.403064202381024805e-01 5.081120158465584069e-01 -8.591615175550407213e-02 4.237681833499433622e-03 2.213213949313126089e+35 1.336922661800182153e+35
5.084815980442205507e-01 3.282028374003878590e-01 -4.247596114294306668e-02 1.044247303477590597e-03 2.302295122980890975e+35 1.354732598557542381e+35
5.743329335001434721e-01 2.807741561714341971e-01 -3.548090607658004741e-02 1.075184395675614531e-03 2.302214065337227588e+35 1.199182759149245878e+35
4.134673680641817173e-01 4.923021849674477091e-01 -7.950222681240967648e-02 3.219702727736021685e-03 2.137764746925216210e+35 8.162756360365810624e+34
7.313358634058395591e-01 1.732833012627632563e-01 -1.373824840113832026e-02 -3.220830677785145981e-04 1.453954727284806374e+35 1.207185843999947936e+35
1.010589177595521360e+00 -3.939842790425443497e-02 1.567478803938300580e-02 -1.092927456554394381e-03 1.864009153515384113e+35 1.209570823590909023e+35
4.695968936159828910e-01 3.641653162473448835e-01 -5.251232625405228421e-02 1.990767357270093341e-03 2.440251397459232471e+35 1.374990681808085446e+35
5.870245996073426564e-01 2.127753076849487890e-01 -1.378773568907280291e-02 -5.882744555008118320e-04 2.002029604027655601e+35 1.819073706585509819e+35
4.668194397207203750e-01 3.883336075657671804e-01 -5.824532062801527493e-02 2.446784368005289895e-03 2.673739494710330851e+35 1.041024476002886665e+35
1.363919005885047664e+00 -2.040313634297251100e-01 3.744045025175625485e-02 -1.964913968262718691e-03 1.062932833517431098e+35 6.442231898400647964e+34
6.588400709729684834e-01 5.752742804420287737e-01 -1.399619866382304234e-01 7.154588015561480843e-03 7.270877955399715353e+34 6.337392565845239618e+34
3.788705071824341464e-01 4.931898830746599405e-01 -8.475394067820563038e-02 4.050282926766962319e-03 2.129551301893989381e+35 1.253689311834334049e+35
7.420242827860193957e-01 4.225621242868497496e-01 -9.982734108259443129e-02 5.040827817772639864e-03 8.021259948006341689e+34 7.544249825501226960e+34
8.436267028174780913e-01 -7.927580940766697226e-03 2.926635751552970205e-02 -3.033004139176447879e-03 2.620433870068730813e+35 1.481583187471961450e+35
3.498890664260320138e-01 6.165735404403852593e-01 -1.041328264134576270e-01 4.097221091677142289e-03 1.195361915973042424e+35 7.947357909444151617e+34
5.097188865392812129e-01 4.032485877382225858e-01 -6.917770824564171972e-02 2.974558388976595701e-03 1.932663010011436815e+35 1.154417320467580167e+35
8.029175596218895983e-01 1.937912074718001476e-01 -3.036434694656945515e-02 6.710435948631141359e-04 1.311784517691289038e+35 1.021263254657981410e+35
7.951320457915085349e-01 2.534469975210003057e-01 -4.366371542099437009e-02 1.307866984380516746e-03 1.020623339541376461e+35 7.944096251468123830e+34
2.585400206424077751e-01 6.721551126207916393e-01 -1.118969117900568550e-01 4.957675080755377141e-03 1.257343949543397832e+35 8.389208760799866714e+34
1.420522832348311670e+00 -2.802426451033772636e-01 6.096892451322374895e-02 -3.887233537721526081e-03 9.311476013015272864e+34 7.257580061942339200e+34
1.131843391632240792e+00 3.678869562088763617e-02 -1.160794861285499233e-02 3.766154420331412219e-04 9.831866969011610680e+34 5.216067309579661304e+34
2.914418179751233073e-01 5.373713938092615772e-01 -8.640988654240434885e-02 3.771848989072776760e-03 1.977794430501253077e+35 1.486210864843188707e+35
5.142521556337259492e-01 3.554424826904574175e-01 -5.690600506259786001e-02 2.598389318504567766e-03 2.121869100999890953e+35 1.377269259809108063e+35
2.079592678960179852e-01 6.136413774385955922e-01 -9.752733241932101671e-02 3.578559319828007214e-03 1.826896659249673567e+35 1.660962771715159052e+35
1.145520047595635749e+00 6.575273542272863647e-02 -2.743005318258198710e-02 1.126433285830736068e-03 8.160277617157513898e+34 6.522149158169345251e+34
1.430633073087406171e+00 -2.666080702729666241e-01 5.148424862496561033e-02 -2.971301392743411554e-03 1.175893946009770469e+35 6.200294511881701453e+34
1.448962155210100411e+00 -3.192702048614485810e-01 6.371033634903085219e-02 -3.780747137751863836e-03 1.358084601197247467e+35 8.234618340675652403e+34
9.780600458482643367e-01 1.687834800620463260e-01 -4.070725347541810646e-02 1.621176333956389666e-03 8.003953110530514852e+34 7.800964915846271653e+34
7.849724081827265110e-01 6.402393129862499199e-02 1.475461585528361173e-02 -2.285183501161855164e-03 2.898190767668297875e+35 1.101993844989512991e+35
7.776376377697928888e-01 1.092935380372156290e-01 -6.238746871918193770e-03 -2.435877338362676557e-04 3.584800414076963041e+35 1.030521288102590653e+35
7.426846249198604255e-01 1.551936753317412487e-01 -1.605064480857897047e-02 1.505027851287277685e-04 2.769989461324441097e+35 1.086407978674215485e+35
3.568905830044476479e-01 5.441296042465323390e-01 -9.896359578946556379e-02 5.067798823321761556e-03 1.688337642516906698e+35 1.277097885931612129e+35
7.828300761534083829e-01 2.213843758442711473e-01 -4.351322696482368135e-02 2.269846964695689927e-03 1.495410217148773531e+35 1.022109482957404105e+35
7.483586941149927840e-01 3.613649496624781743e-01 -8.276997783758011096e-02 4.196435037612989208e-03 1.221349353586383032e+35 7.182118693655391910e+34
1.321066326577692296e+00 -1.267813025920762893e-01 1.617711619236972612e-02 -1.260374972209893840e-03 9.764028085493889852e+34 6.699726447388392709e+34
4.218800066638999091e-01 4.214345066740555756e-01 -5.978545494399181010e-02 1.741479508021141634e-03 2.782526188715443007e+35 1.047371114062234585e+35
3.815173792090796323e-01 6.540723033096109695e-01 -1.181060821200565214e-01 5.370222645609304749e-03 7.940202708376903508e+34 7.909318078003795037e+34
3.223406839718536143e-01 7.779848025632523090e-01 -1.562234202424084284e-01 7.904804863061606207e-03 8.449012749258805993e+34 6.752657001460944393e+34
2.996821455591606176e-01 5.236437180612568687e-01 -7.823334572535235731e-02 3.119161881970669310e-03 2.156108098384150773e+35 1.161567002070925265e+35
1.068721800650743070e+00 8.042308232178770055e-02 -2.274372967692844805e-02 8.442848179753625155e-04 1.014944646718160489e+35 6.490851199516061256e+34
8.543806289401705278e-01 6.717930612652045497e-02 1.469688300250498320e-03 -8.380132582278306940e-04 2.018025610371605138e+35 1.190867341408416792e+35
6.701901659955756818e-01 2.379107832433375869e-01 -3.314818503260703875e-02 1.122207473390814461e-03 1.986172650546494544e+35 1.122685279570363117e+35
4.399184291999584939e-01 5.795603501521823242e-01 -1.108812410343288368e-01 5.498670290402517778e-03 9.901248295640296919e+34 8.815212685863319922e+34
8.264227767978019612e-01 1.217776031277190973e-01 -1.592142194961357338e-02 6.764304773072436425e-04 2.177584054757275736e+35 1.007788296479627707e+35
1.296046050488271595e+00 -2.432747020051157505e-01 6.220430898058671582e-02 -4.397375630720753645e-03 1.092484699017138507e+35 9.554433229921742218e+34
6.421249868448234421e-01 3.378692033722279220e-01 -6.100576329792351676e-02 2.499370412583925682e-03 1.442072344920633199e+35 1.029003277320812955e+35
1.432950729263536616e+00 -2.654356874081984508e-01 4.628163656218048372e-02 -2.424646557219806674e-03 1.244408087844719016e+35 7.219494551239205029e+34
3.668844465383492848e-01 5.079281946449755170e-01 -8.537469818753905260e-02 3.600345074319906153e-03 1.619098177348080110e+35 1.515462306064361150e+35
2.798496885520889155e-01 6.157192702939645601e-01 -1.003794812593260533e-01 3.715310081388231538e-03 1.266976203477150233e+35 1.234648363013272349e+35
4.555341390802527535e-01 3.695317921551036222e-01 -5.345525323633652098e-02 2.026989736741683160e-03 3.020757020652963120e+35 1.304477385455379484e+35
5.924079149834853286e-01 3.331131110853829402e-01 -5.404978933970652072e-02 2.039511346178689809e-03 1.502153379269570651e+35 1.269668572830759352e+35
7.069306431360987686e-01 2.475108536743307885e-01 -3.113887943661271945e-02 4.801169378219228168e-04 1.209730070270861703e+35 9.666565248433628586e+34
2.769702816818391256e-01 7.120900926891684524e-01 -1.351201669172119868e-01 6.042608736121246951e-03 1.631314492843868404e+35 7.933307597912998817e+34
7.108898984825396949e-01 2.735728586106562221e-01 -4.365886644275790429e-02 1.249560216578760388e-03 1.405430080751551440e+35 8.969113112529977310e+34
3.074404380430058592e-01 6.891028375867832567e-01 -1.252130376604475015e-01 5.649015238587798242e-03 9.650125728335996333e+34 9.009316199823553792e+34
4.572561201255171404e-01 4.142490832814912372e-01 -6.709711161556830561e-02 2.862733989859956706e-03 1.818839158604725175e+35 1.437199320331251797e+35
6.007499762234749241e-01 3.102470790025670944e-01 -4.876335133212033462e-02 2.222542120989813314e-03 1.392624888403219544e+35 1.359169314113773304e+35
3.326803727139597822e-01 5.773422993948019721e-01 -1.000350907961940622e-01 4.393984335628054079e-03 1.540646565348277370e+35 1.110919358404264962e+35
2.827116956826576377e-01 8.713268946852934516e-01 -1.863134232611239061e-01 9.631421240202621067e-03 9.374270750560232216e+34 6.006660030364350646e+34
2.869895532087175516e-01 8.605125625589887806e-01 -1.812799279557694987e-01 9.422584284130225765e-03 7.969751366465640482e+34 6.556248883015439206e+34
1.354464751227856922e+00 -2.704103276907344755e-01 6.463288336288851299e-02 -4.318712557270768318e-03 1.454172127915638029e+35 6.598200559931337577e+34
8.065440750371537515e-01 1.360227134027758022e-01 -1.792665731722583103e-02 4.489500969133362321e-04 2.741280052569977308e+35 9.650987459453941027e+34
7.397197010929359440e-01 2.555794079326021428e-01 -3.498807207428247801e-02 5.142346795531610535e-04 1.061897771666140440e+35 8.599970206323541964e+34
4.772175168394050537e-01 4.024047312266357257e-01 -5.766668780209226186e-02 1.844359161276674366e-03 1.507454738086431762e+35 1.186123706325616991e+35
3.923799187780355191e-01 5.715274156138918649e-01 -9.035081988570899114e-02 3.197662477870424642e-03 1.082644841374949698e+35 7.650400392161128863e+34
2.396232874332686891e-01 6.574997858444976417e-01 -1.190500041644753787e-01 5.428921941685971135e-03 1.514818321769897163e+35 1.488223264393112843e+35
4.674855112096102938e-01 6.041859707900617549e-01 -1.104527384890400393e-01 4.704101457562786734e-03 9.101380109385345892e+34 6.006500675850954013e+34
1.195039847425678925e+00 -1.201122102148118459e-01 2.893059051881358146e-02 -2.054538895027542382e-03 1.673426163223614145e+35 6.538828728373736978e+34
3.056246333165070217e-01 5.173417612093559326e-01 -8.444059131643778804e-02 3.771648457504106055e-03 2.317868319704178801e+35 1.550686875076812193e+35
7.392150240371018199e-01 3.123889682214068264e-01 -5.965779661078991769e-02 2.330789978682139447e-03 1.168420984111019316e+35 7.788904848727597974e+34
4.074614386008297839e-01 7.434370420451441586e-01 -1.552456917048807561e-01 7.909560967796255837e-03 8.207292146746982602e+34 5.757171101504547533e+34
5.914419789815303918e-01 5.798517725910425913e-01 -1.218596785784545611e-01 6.016064706346487163e-03 8.173980286421175263e+34 5.016914527323280212e+34
2.847513067752743821e-01 7.331185618453615049e-01 -1.322717013763082539e-01 6.163547564446509620e-03 1.188117650582849056e+35 6.144762794475812411e+34
4.083793168433632048e-01 5.881549266122602093e-01 -1.071480110506400629e-01 5.245057824249368429e-03 1.074711922931884881e+35 8.082084514438749097e+34
2.863369770199369890e-01 6.420290870403573269e-01 -1.161679366752886855e-01 4.927953357507170243e-03 1.424915931054372761e+35 1.249978441509128728e+35
2.795238397734761682e-01 5.326848990037189591e-01 -8.000253393843516359e-02 2.660804297225307421e-03 2.363125739188896566e+35 1.399061914485423330e+35
3.776930521207137459e-01 4.405828406680434295e-01 -6.373469253991578820e-02 2.320516369746772160e-03 1.874303143247341063e+35 1.599476393016687592e+35
4.165262088170498256e-01 4.894632456756968786e-01 -8.815628895624082195e-02 4.446514950344188262e-03 1.508663974543732745e+35 1.404849696004135697e+35
5.082529638732115052e-01 3.489339615736186118e-01 -5.157188434369680552e-02 1.931974495543354329e-03 2.119755605156682950e+35 1.377403438968005243e+35
4.212652576135769711e-01 6.408681991612679152e-01 -1.338366831072083374e-01 6.508100175741170050e-03 1.348195622753565418e+35 7.679907274588902931e+34
6.094157515423955784e-01 3.523043823005404529e-01 -6.772285454225521195e-02 3.492287961373365633e-03 1.712624097311581301e+35 1.136320608880316563e+35
5.525331800017946327e-01 2.429363842417929242e-01 -2.104693262251470728e-02 -6.138538600494368935e-05 2.826534817178908966e+35 1.461529504464334301e+35
3.374041929420555919e-01 6.165144321479991696e-01 -1.073108657292411589e-01 5.015190257968413223e-03 1.184644030102795506e+35 8.808857241776968835e+34
2.950776131540646108e-01 7.645616361471265776e-01 -1.567874454198530110e-01 8.207057188501402228e-03 9.343743444757433236e+34 8.971988677183002097e+34
2.304764475783920574e-01 7.039686292987593630e-01 -1.255919020271832054e-01 5.477726140067391315e-03 1.546546778009206093e+35 9.442026623327998838e+34
3.065177738695076259e-01 4.981422200284783552e-01 -7.488508885872680043e-02 2.719985412979730559e-03 2.964737761258128776e+35 1.334085867986756252e+35
3.661112075031998647e-01 7.874597299489065616e-01 -1.750819908702987704e-01 8.882556525554446969e-03 1.064782013095176507e+35 6.599119161297421185e+34
2.701935617728687400e-01 7.757786000904531853e-01 -1.642958310706075786e-01 8.754107681312640540e-03 1.489836067595751305e+35 8.330929649956791191e+34
3.000446817687897894e-01 5.181012425629630824e-01 -7.447672691610500439e-02 2.465813262072266959e-03 1.624624657806660182e+35 1.500586192407363255e+35
2.578919067648071661e-01 5.257201348692420728e-01 -7.013413013181757361e-02 1.969165375759573348e-03 1.797798349490345542e+35 1.511128056480461495e+35
2.623367574088585896e-01 6.730818449851863061e-01 -1.136015501595267624e-01 5.148956532160181045e-03 1.178279016703343510e+35 8.858239015528516835e+34
3.026935679763057552e-01 5.846022941777966331e-01 -1.020765520005814386e-01 4.830577845528809255e-03 2.137098360957711557e+35 1.030707788854960344e+35
2.007198381968411660e-01 8.682079901175796532e-01 -1.723389557248100057e-01 8.407482824073959221e-03 9.918146996848463845e+34 7.416495971494005014e+34
2.393610413147544136e-01 9.561448567129663401e-01 -2.193343444386559316e-01 1.189806986626455558e-02 1.290027186689570920e+35 5.686871225583100754e+34
3.806956176607151354e-01 8.233853463860338895e-01 -1.883766096922686040e-01 1.030291362154954482e-02 1.001206853052987643e+35 5.329346112746594675e+34
5.448591645348647150e-01 6.477271389641354737e-01 -1.461505723465505724e-01 7.699031184195102157e-03 7.825487972212024762e+34 5.839798935648938843e+34
8.743150487083103384e-01 1.684154024353786139e-01 -2.277747252857252949e-02 4.138796458309033769e-04 8.505011849418378619e+34 8.503534219098877098e+34
2.145512810100129175e-01 6.963937076166478723e-01 -1.245255851769933031e-01 5.517710874001855587e-03 1.618013424265934147e+35 1.124552143624684925e+35
9.065927996978392356e-01 -2.618204512702609378e-03 2.239986482327565795e-02 -2.449523855568227267e-03 1.914209904754725582e+35 1.206627105539176867e+35
3.695929250879130823e-01 5.524614892253019161e-01 -9.278747276280001344e-02 3.986290425591770131e-03 1.255042466406355177e+35 1.075590199468134794e+35
4.122342199387157291e-01 4.258406463201094283e-01 -6.754833447628696974e-02 3.073214552490661621e-03 1.870754049421144135e+35 1.698272716184946608e+35
4.744684151303595332e-01 4.601426380510986736e-01 -6.826061861024340649e-02 2.244302958741298693e-03 1.213298265492558442e+35 8.531541575770929867e+34
1.385980019487736303e+00 -7.646169773062039265e-02 1.774501502057852786e-02 -1.912586410997096139e-03 4.461361619346758837e+34 3.954836679119198681e+34
4.727485750302277134e-01 7.821471091400111764e-01 -1.761309104759032906e-01 9.191939165268300446e-03 7.158539279214014007e+34 4.679495777490051045e+34
1.152015723256971658e+00 2.619979710343453005e-01 -9.602598165893405646e-02 5.662218943748366026e-03 5.316065458713667517e+34 4.434986999399677597e+34
7.127349470753101546e-01 3.697042787024453214e-01 -7.069207194603888134e-02 2.694225546447230092e-03 9.221383305135283863e+34 7.198203955823608203e+34
5.271696752946760656e-01 2.905170489578172144e-01 -3.389150722096969520e-02 5.984512732296024158e-04 1.942103357483495439e+35 1.875588551732224202e+35
4.225889214723750897e-01 5.600410946778751065e-01 -9.396852830998927986e-02 3.878020762033663853e-03 9.183664061173070937e+34 8.785235022186852290e+34
6.514646850292818980e-01 2.147981172183829057e-01 -1.916246075421514788e-02 -4.113250987268832052e-04 1.620263826293288894e+35 1.489452642579090625e+35
7.475687609449439552e-01 3.104314158871434026e-01 -4.651483903504869538e-02 1.234293252695968122e-03 7.992650961976038652e+34 6.613718870050101840e+34
3.208902125805191408e-01 5.749986183977739973e-01 -9.425483587099539595e-02 3.955803767320297502e-03 1.412222765883101169e+35 1.089752319790720191e+35
2.847287678375672870e-01 8.156641135619068228e-01 -1.643478225647878044e-01 7.693289886576967947e-03 1.045989326609039983e+35 6.293357908046429214e+34
3.554518547008888030e-01 8.086083618175363696e-01 -1.827409073634909675e-01 1.006209865710772783e-02 9.967401761692040079e+34 6.436057615780108850e+34
3.429317130965975347e-01 5.664273584460629563e-01 -9.946701099685645309e-02 4.810124670169488303e-03 1.845730752657386796e+35 9.586173503415811511e+34
4.125219523079518558e-01 4.716444973045620936e-01 -7.658464457680644322e-02 3.113802167491771470e-03 1.784878222432362835e+35 1.175742531227071539e+35
3.858667870024758417e-01 4.278019810872905060e-01 -5.798060316569199346e-02 1.499266032451809869e-03 2.242020223283767818e+35 1.400684204888619618e+35
5.056882845464133469e-01 3.687105265065785953e-01 -6.024210613883507204e-02 2.719377893798505513e-03 2.147808058826179573e+35 1.366408321771653028e+35
3.397406734641257309e-01 4.921854364300211615e-01 -6.909757839047149519e-02 2.137716355133194562e-03 1.864242449159110544e+35 1.172206710157085393e+35
9.922533693477806338e-01 -6.233278361858399924e-02 2.691485558399510369e-02 -2.156047082782406709e-03 1.795282232197585116e+35 1.523381571203404389e+35
3.223524970976411330e-01 6.168236836289274772e-01 -9.984256428947399509e-02 4.037899861869232408e-03 1.305937552557484018e+35 7.658681656909855459e+34
6.332577921139751487e-01 2.505247215156035101e-01 -3.260404030441275969e-02 9.215292281799011137e-04 1.546908196654388377e+35 1.545532504292931371e+35
3.396865280534834275e-01 5.091545762798929120e-01 -7.929407076256726750e-02 2.971261417792232448e-03 1.728767772460204204e+35 1.405617655916993676e+35
3.693325174548078849e-01 4.213028503203586905e-01 -5.358898017484182291e-02 1.115240064425751607e-03 2.700118478587534601e+35 1.360998992838927604e+35
1.171728004108338883e+00 9.546609114022101827e-02 -3.761815096063492875e-02 2.162330902575914683e-03 5.937616273649100356e+34 5.824139643418982543e+34
1.007593776693108234e+00 -6.159243611097574289e-02 2.547626883762868846e-02 -2.061025790452920749e-03 1.622751602029082913e+35 1.499870011618402715e+35
5.191780971953233736e-01 6.989444997404183901e-01 -1.649006982152955159e-01 8.735417560681579818e-03 9.116310636331404402e+34 5.624582992424853782e+34
3.413032477240777185e-01 5.816875456911958508e-01 -9.662075690321401955e-02 3.557364082906028322e-03 1.352202427061577705e+35 1.031716665501022612e+35
3.455866077308636930e-01 8.056236789900605988e-01 -1.809116503405802101e-01 9.689148198023168901e-03 9.006948114033588888e+34 7.718275700997631763e+34
2.996858407686589509e-01 6.847260127915218986e-01 -1.260853007493973332e-01 6.333644278752237691e-03 1.150924495684444962e+35 8.179700012241753169e+34
8.083069528975986850e-01 2.916087149477302187e-01 -6.246336521491405169e-02 2.934097056751091333e-03 1.075200970892733428e+35 6.987673426712960475e+34
9.738618334389421705e-01 2.223437462308165691e-02 -1.767472353335675355e-03 1.466254181260321428e-04 2.048106040922360222e+35 9.988012283965544158e+34
3.221926817360351580e-01 7.810841443908393966e-01 -1.629991735873636549e-01 7.813818881298924615e-03 1.086451708043630334e+35 6.939668155432379396e+34
4.903604501473307065e-01 5.894704102496757248e-01 -1.208119158830633505e-01 5.540953110271249968e-03 1.093606420643178746e+35 7.321520384765290241e+34
2.795283468890780165e-01 6.543144846977482221e-01 -1.175183630358160036e-01 5.423592210530978584e-03 1.430752831445954672e+35 1.013861937237894718e+35
5.936281104180712864e-01 5.521846036578971217e-01 -1.250567682031088479e-01 6.928572472317081309e-03 9.517594055745119726e+34 6.351541244744247351e+34
3.142384831714383209e-01 5.787923300776676161e-01 -9.907202393498758253e-02 4.443833693091312105e-03 1.428203533381487869e+35 1.283141057629412614e+35
2.159814470015061494e-01 5.669702953765202169e-01 -9.033306007583993824e-02 4.082726589504611855e-03 2.827990481413647714e+35 1.576555006546325710e+35
2.531200835956014528e-01 5.368122637100543049e-01 -7.081222340465689880e-02 1.930644985293895324e-03 1.614590456117224209e+35 1.467288250750200534e+35
5.591269269773879724e-01 3.748491422941345186e-01 -5.741612949788506282e-02 2.111936909440803069e-03 1.380355491385883784e+35 9.508242912345146922e+34
1.458719657444154993e+00 -2.847609774176055875e-01 5.369844879424635897e-02 -2.854023396411753920e-03 9.936751431049665081e+34 6.800074771955319000e+34
