# indx mc delta_mc s1x s1y s1z s2x s2y s2z lnL lnL_err -1
-1.000000000000000000e+00 1.127944748224301996e+01 6.550893270850940420e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.077416214880312850e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.117601322061073432e+01 3.927186444386280284e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.189349287521174858e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.356878611567007908e+01 6.186942768559993144e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.046384141328589976e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.668853561337399682e+01 6.099403520239402576e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.078381612843085804e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.434299321993483467e+01 1.762107612616616859e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.111940246871379259e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.265178461383003494e+01 8.921604634304675097e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.327211709848269834e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.084555652398393022e+00 9.898874182011293543e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.318801716607274699e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 8.232800477611695200e+00 1.401236096580429358e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.702537953849480346e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.606615668683495102e+01 7.149521063158615908e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.687869344057752187e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.310120392985204418e+01 4.801182197062560109e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.526508940653403670e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.153245688183237405e+01 3.777203177310475279e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.630798199054879660e+00 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.656811616851889113e+01 2.005485056980935432e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.005541947397344757e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.476734543646891851e+01 2.619707239904645046e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.980815370557072583e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.089120704291769215e+01 3.528046436172450617e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.822678826975571553e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.460568682709251220e+00 1.306531789023097356e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.449830036908960551e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.403139678045224592e+01 3.942877477136839115e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.775458200860201714e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.566475731958177064e+01 2.721899886641526156e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.458345159160910043e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.557940019856333791e+00 9.428036249073007413e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.125259253092727363e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.710308092953722436e+01 5.519351749430523313e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.360586957398023060e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.798747435945089990e+01 5.426683098102215164e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.020458259040820394e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.590727960384136708e+01 7.960548730902375913e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.595747870882647248e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.582777963601637872e+01 9.740061052179642687e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.555713491691524496e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.056544467004821186e+01 9.975150357358941733e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.120968646039098360e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.104229388699451775e+01 9.771899122680692829e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.777110692310078122e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.790458539993956322e+01 4.211430727174342303e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.956130410307800503e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.640934136177785163e+01 2.637036114122708330e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.901837717386710437e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 8.320804744738262926e+00 3.608534669501440861e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.448821808250141885e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.821206264229967786e+00 4.791308296803900024e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.905536093068751313e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.721931580813411600e+01 7.294130061727085446e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.444440175319431091e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 8.513177355111523070e+00 7.317076033424090298e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.224459914482054046e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.218203075841857519e+01 9.064845498848418393e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.236322805159364009e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.732625680581049465e+01 3.825560762104474044e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.521143952264267227e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.341044410248571594e+01 3.387198958076081401e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.527372053631405606e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.714222833674070756e+01 6.519808806689165737e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.388651340465738485e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.057731451183530780e+01 7.522471295629115096e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.857540729195109463e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.482423633437266020e+00 5.215300738181731788e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.462744537297878367e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.283579291199273698e+01 3.259010992603675327e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.783759000540857187e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 8.093268156149051151e+00 7.402220004847313017e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.717981056647684568e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 8.022923935423438735e+00 5.715752388882345825e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.096617011476349433e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.342281587130468523e+00 8.770637226161362987e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.994134587777588763e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.426643914463419449e+01 7.002084212302548405e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.729736842343404533e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.683482663811064128e+01 8.605052489084423772e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.180686084293899057e+03 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.367706215173943463e+01 4.878320541433279756e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.429263153126323687e+02 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 9.389907971463554048e+00 6.064054678619598127e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.852347748631675017e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.112438879304937167e+01 9.959498902797920827e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.875010370477249211e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.086936489288656915e+01 4.619893964922292540e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.153371603268752210e+01 1.000000000000000056e-01 -1.000000000000000000e+00
-1.000000000000000000e+00 1.630167018188060268e+01 7.263929970103260025e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.831723985201205551e+03 1.000000000000000056e-01 -1.000000000000000000e+00
